coin,total_supply,distributed_supply,total_supply_pct,distributed_supply_pct,date
IOTA,2779530283,2640553768.85,100.0,95.0,2024-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-02-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-03-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-04-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-05-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-06-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-07-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-08-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-09-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-10-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-11-01
IOTA,2779530283,2640553768.85,100.0,95.0,2024-11-01
